Gene	MCF7_siCtrl_rep1	MCF7_siCtrl_rep2	MCF7_siCtrl_rep3	MCF7_siZFX_rep1	MCF7_siZFX_rep2	MCF7_siZFX_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
DNAJC13	100.324	102.444	97.728	99.9141	118.352	117.591
DNAJC14	53.203	50.0791	52.1699	51.9129	46.8235	50.654
DNAJC15	8.93396	7.80376	9.21616	6.55584	8.4159	8.46852
DNAJC16	18.9287	18.2524	19.0097	19.5173	20.3342	20.2858
DNAJC17	4.3609	4.24231	4.38076	4.27881	4.42356	3.84681
DNAJC18	3.77159	3.32576	3.97288	2.40214	2.94809	2.90586
DNAJC19	14.8499	15.8432	15.545	11.9607	11.112	12.0386
DNAJC19P1	nan	nan	nan	nan	nan	nan
DNAJC19P2	nan	nan	nan	nan	nan	nan
DNAJC19P3	nan	nan	nan	nan	nan	nan
DNAJC19P4	nan	nan	nan	nan	nan	nan
DNAJC19P5	nan	nan	nan	nan	nan	nan
DNAJC19P6	nan	nan	nan	nan	nan	nan
DNAJC19P7	nan	nan	nan	nan	nan	nan
DNAJC19P8	nan	nan	nan	nan	nan	nan
DNAJC19P9	nan	nan	nan	nan	nan	nan
DNAJC2	111.735	103.155	105.168	109.704	129.32	126.783
DNAJC21	60.6054	58.3186	56.7526	52.0212	59.491	58.5044
DNAJC22	16.4065	17.1788	16.7924	14.0125	13.1026	14.4463
DNAJC24	5.65739	5.99685	5.47426	5.52992	6.97966	6.2822
DNAJC25	19.2896	18.7408	18.8936	19.3257	22.6819	22.786
DNAJC25-GNG10	3.03197	2.45438	2.81957	1.52739	1.53433	1.79442
DNAJC27	11.8334	11.9675	12.0572	9.4334	10.4317	11.5126
DNAJC27-AS1	0.424304	0.314245	0.415767	0.225201	0.37796	0.304549
DNAJC28	0.471449	0.471368	0.438865	0.625557	0.856709	0.691872
DNAJC3	84.2244	84.5844	89.1358	92.6075	111.826	116.207
DNAJC3-AS1	3.9366	4.84462	5.40497	4.00357	5.24104	5.45195
DNAJC30	15.2278	14.0101	13.8127	13.437	11.8931	11.1253
DNAJC4	10.5941	10.8331	9.60284	10.2728	9.68531	9.22834
DNAJC5	166.251	167.049	161.182	178.614	157.379	157.864
DNAJC5B	nan	nan	nan	nan	nan	nan
DNAJC5G	nan	nan	nan	nan	nan	nan
DNAJC6	10.1833	9.16548	10.0246	7.10632	8.31511	7.52756
DNAJC7	53.6538	51.5793	51.0296	49.5123	50.6744	52.6218
DNAJC8	63.2205	58.1987	61.9497	59.7541	61.5567	60.3029
DNAJC8P1	nan	nan	nan	nan	nan	nan
DNAJC9	52.1602	52.3701	55.1768	60.2007	54.5214	55.0667
DNAJC9-AS1	nan	nan	nan	nan	nan	nan
DNAL1	14.6149	15.2147	15.291	11.6604	13.9339	13.7544
DNAL4	4.69092	4.50419	4.22696	3.65325	3.37644	3.95751
DNALI1	0.518594	0.680865	0.508159	0.600535	0.503946	0.664197
DNASE1	28.3657	29.2605	27.3225	26.4008	27.4361	28.4265
DNASE1L1	29.5677	29.9593	30.0619	33.5484	31.1758	33.0829
DNASE1L2	5.49499	5.60493	6.30579	5.22778	5.71776	5.56265
DNASE1L3	nan	nan	nan	nan	nan	nan
DNASE2	34.6043	35.2479	36.4489	35.4317	32.5046	34.7868
DNASE2B	nan	nan	nan	nan	nan	nan
DND1	0.333133	0.547248	0.492499	1.04315	0.304838	0.652117
DND1P1	nan	nan	nan	nan	nan	nan
DNER	0.235724	0.235684	0.323374	0.350312	0.226776	0.193724
DNHD1	3.65373	2.80202	2.35601	3.52814	3.57802	2.62911
DNLZ	12.3675	10.8853	10.6531	16.0949	12.7761	11.7352
DNM1	20.9087	19.9545	18.6171	22.0446	18.6964	20.3134
DNM1L	54.6414	58.6329	58.415	43.6138	49.3114	47.4899
DNM1P17	nan	nan	nan	nan	nan	nan
DNM1P24	nan	nan	nan	nan	nan	nan
DNM1P28	nan	nan	nan	nan	nan	nan
DNM1P30	nan	nan	nan	nan	nan	nan
DNM1P31	nan	nan	nan	nan	nan	nan
DNM1P32	nan	nan	nan	nan	nan	nan
DNM1P33	nan	nan	nan	nan	nan	nan
DNM1P34	nan	nan	nan	nan	nan	nan
DNM1P35	0.212152	0.288058	0.138589	0.32529	0.151184	0.304424
DNM1P38	nan	nan	nan	nan	nan	nan
DNM1P42	nan	nan	nan	nan	nan	nan
DNM1P46	nan	nan	nan	nan	nan	nan
DNM1P47	nan	nan	nan	nan	nan	nan
DNM1P48	nan	nan	nan	nan	nan	nan
DNM1P49	nan	nan	nan	nan	nan	nan
DNM1P50	nan	nan	nan	nan	nan	nan
DNM1P51	nan	nan	nan	nan	nan	nan
DNM2	184.959	172.439	167.137	194.078	184.638	176.824
DNM3	3.81874	3.82332	3.48782	1.92671	2.29296	2.57376
DNM3-IT1	nan	nan	nan	nan	nan	nan
DNM3OS	nan	nan	nan	nan	nan	nan
DNMBP	124.204	116.661	123.297	148.07	127.337	131.337
DNMBP-AS1	1.01331	1.23301	1.27262	1.56429	0.66602	1.00266
DNMT1	175.382	164.561	165.174	186.215	166.357	163.668
DNMT3A	50.6099	48.1059	48.6445	41.1365	43.7173	45.3038
DNMT3B	17.6322	16.4718	15.6143	15.4387	12.9514	13.9482
DNMT3L	nan	nan	nan	nan	nan	nan
DNPEP	82.5272	84.4008	80.3586	84.2002	72.392	74.667
DNPH1	22.9597	22.3376	23.8604	24.4217	18.772	19.5108
DNTT	nan	nan	nan	nan	nan	nan
DNTTIP1	19.4708	18.3571	16.1918	20.9436	21.3423	19.8705
DNTTIP2	45.094	44.492	45.7805	49.7942	49.3114	49.1779
DOC2A	6.40875	7.13436	7.0017	6.9625	6.77268	6.05575
DOC2B	nan	nan	nan	nan	nan	nan
DOC2GP	nan	nan	nan	nan	nan	nan
DOCK1	30.1727	31.346	29.0806	25.823	28.4226	30.8298
DOCK10	1.34363	1.99022	1.77856	1.95174	1.61263	1.43909
DOCK11	3.30015	3.92807	3.02585	2.77747	3.35124	3.32098
DOCK2	nan	nan	nan	nan	nan	nan
DOCK3	0.895753	0.837988	0.669846	0.650579	0.730722	0.857922
DOCK4	2.28653	1.93785	1.70926	1.5764	1.51184	1.85422
DOCK4-AS1	nan	nan	nan	nan	nan	nan
DOCK5	46.7914	45.4086	43.378	39.7355	42.6843	40.1288
DOCK6	91.0609	86.809	81.6288	94.9595	91.3414	89.9989
DOCK7	30.8328	29.3558	28.9418	17.2654	19.7547	18.2931
DOCK8	8.50302	8.85125	7.62238	6.85611	8.30927	7.41687
DOCK9	19.3294	19.9546	19.7951	16.1394	16.3027	16.8263
DOCK9-AS1	nan	nan	nan	nan	nan	nan
DOCK9-AS2	0.471449	0.392807	0.300276	0.300267	0.251973	0.276749
DOHH	8.79253	8.56319	8.63871	12.9115	9.02063	9.27109
DOK1	4.29019	4.18994	4.02466	3.42805	2.59532	3.09959
DOK2	nan	nan	nan	nan	nan	nan
DOK3	4.29018	3.50907	4.36555	6.03037	4.51032	4.26193
DOK4	12.4934	12.6746	12.2189	9.63358	9.77655	10.1013
DOK5	nan	nan	nan	nan	nan	nan
DOK6	nan	nan	nan	nan	nan	nan
DOK7	35.6886	35.6408	38.597	47.5173	37.1409	37.1121
DOLK	18.3394	17.7549	17.8318	17.991	14.4885	14.1695
DOLPP1	38.965	37.5783	37.9271	51.2961	43.869	42.9236
DONSON	18.4101	18.2788	19.9802	19.1922	18.5705	18.6252
DOPEY1	26.0788	25.2497	26.6435	17.0819	17.6201	17.8628
DOPEY2	76.6575	73.8215	66.4997	67.6853	71.6104	70.682
DOT1L	66.5044	54.063	53.9966	81.4303	68.2354	64.236
DPAGT1	49.2762	46.4643	47.7379	56.8919	49.2274	49.5615
DPCD	8.44179	8.35404	8.16864	9.51275	6.82848	7.05709
DPCR1	nan	nan	nan	nan	nan	nan
DPEP1	nan	nan	nan	nan	nan	nan
DPEP2	nan	nan	nan	nan	nan	nan
DPEP3	nan	nan	nan	nan	nan	nan
DPF1	3.39443	3.29958	3.46472	4.25379	3.65361	3.70844
DPF2	52.3074	48.3151	47.0279	53.7979	50.1931	48.7079
DPF3	0.565739	0.471368	0.739141	0.575513	0.907103	0.885597
DPH1	23.9406	23.6125	22.2415	27.9763	22.0588	21.5416
DPH2	27.5326	27.8632	28.9188	39.1099	29.3297	29.529
DPH3	31.7757	33.86	34.8551	37.5334	43.9443	45.5531
DPH3P1	1.08108	1.14119	0.95526	0.418851	1.01042	0.498423
DPH3P2	nan	nan	nan	nan	nan	nan
DPH5	6.6039	6.77872	7.50911	5.69151	5.10391	5.71022
DPH6	3.39443	3.74476	3.32613	2.47721	2.92289	2.85051
DPH6-AS1	nan	nan	nan	nan	nan	nan
DPH7	29.1355	30.8747	29.2884	33.8801	30.136	29.6952
DPM1	95.7514	97.5737	97.3828	82.7986	112.43	108.098
DPM2	48.9439	45.7083	46.1068	60.3039	47.4839	49.5698
DPM3	6.12884	6.18016	6.44439	6.25557	6.24894	6.55895
DPP10	nan	nan	nan	nan	nan	nan
DPP3	77.7945	78.2816	81.0371	81.0479	67.2443	67.2003
DPP4	0.471449	0.340433	0.531257	0.55049	0.453552	0.719547
DPP6	nan	nan	nan	nan	nan	nan
DPP7	57.7995	56.7999	56.0131	57.2009	47.6481	47.0195
DPP8	57.2106	56.6164	58.0228	49.0436	60.4485	61.3553
DPP9	53.6406	51.4016	54.6387	65.9102	54.854	53.933
DPPA2	nan	nan	nan	nan	nan	nan
DPPA2P1	nan	nan	nan	nan	nan	nan
DPPA2P2	nan	nan	nan	nan	nan	nan
DPPA2P3	nan	nan	nan	nan	nan	nan
DPPA2P4	nan	nan	nan	nan	nan	nan
DPPA3	nan	nan	nan	nan	nan	nan
DPPA3P1	nan	nan	nan	nan	nan	nan
DPPA3P2	nan	nan	nan	nan	nan	nan
DPPA3P3	nan	nan	nan	nan	nan	nan
DPPA4	nan	nan	nan	nan	nan	nan
DPPA5	nan	nan	nan	nan	nan	nan
DPPA5P1	nan	nan	nan	nan	nan	nan
DPPA5P2	nan	nan	nan	nan	nan	nan
DPRX	nan	nan	nan	nan	nan	nan
DPRXP1	nan	nan	nan	nan	nan	nan
DPRXP2	nan	nan	nan	nan	nan	nan
DPRXP4	nan	nan	nan	nan	nan	nan
DPRXP5	nan	nan	nan	nan	nan	nan
DPRXP6	nan	nan	nan	nan	nan	nan
DPRXP7	nan	nan	nan	nan	nan	nan
DPT	nan	nan	nan	nan	nan	nan
DPY19L1	23.335	24.2472	24.7582	19.6425	22.651	23.8803
DPY19L1P1	0.614696	0.971573	0.953101	0.500918	0.709046	0.77985
DPY19L1P2	nan	nan	nan	nan	nan	nan
DPY19L2	nan	nan	nan	nan	nan	nan
DPY19L2P1	3.24946	3.60342	3.27346	2.09708	3.17427	3.31852
DPY19L2P2	0.353587	0.446789	0.208718	0.275245	0.277765	0.30541
DPY19L2P4	nan	nan	nan	nan	nan	nan
DPY19L3	45.8249	47.6605	47.1667	41.8873	48.3285	49.0953
DPY19L4	58.5539	66.4629	64.7906	46.1161	57.8026	59.003
DPY30	18.8134	19.9468	20.0081	17.3783	19.2388	19.4784
DPYD	1.98009	2.8544	2.81797	1.87667	1.76381	2.43539
DPYD-AS1	nan	nan	nan	nan	nan	nan
DPYD-AS2	nan	nan	nan	nan	nan	nan
DPYD-IT1	nan	nan	nan	nan	nan	nan
DPYS	nan	nan	nan	nan	nan	nan
DPYSL2	20.7909	22.2854	23.1443	18.3162	19.402	21.1712
DPYSL3	nan	nan	nan	nan	nan	nan
DPYSL4	5.49238	5.6826	4.66583	4.57908	3.95598	3.54239
DPYSL5	1.34363	1.4141	1.2704	0.750669	0.831511	0.608847
DQX1	0.495021	0.471368	0.577454	0.525468	0.680328	0.747222
DR1	31.21	32.9434	35.4095	33.6299	38.1991	38.6895
DRAM1	22.2288	23.7779	23.9297	21.4942	23.1311	25.2118
DRAM2	11.4091	12.5174	13.1428	9.90883	13.0522	12.2046
DRAP1	57.0212	54.5218	55.7125	47.3423	43.5412	44.0306
DRAXIN	nan	nan	nan	nan	nan	nan
DRAXINP1	nan	nan	nan	nan	nan	nan
DRC1	nan	nan	nan	nan	nan	nan
DRD1	0.471449	0.54993	0.438865	0.450401	0.579538	0.470473
DRD2	nan	nan	nan	nan	nan	nan
DRD3	nan	nan	nan	nan	nan	nan
DRD4	nan	nan	nan	nan	nan	nan
DRD5	nan	nan	nan	nan	nan	nan
DRD5P1	nan	nan	nan	nan	nan	nan
DRD5P2	nan	nan	nan	nan	nan	nan
DRG1	33.4956	33.5697	33.8601	35.155	31.5218	31.9894
DRG2	37.1502	39.0189	39.8441	45.0902	37.7455	37.2504
DRGX	nan	nan	nan	nan	nan	nan
DROSHA	58.7894	52.0864	51.7632	46.2158	45.0021	45.6635
DRP2	0.872181	0.497555	0.692944	1.22609	0.478749	0.913271
DSC1	nan	nan	nan	nan	nan	nan
DSC2	11.8098	12.4127	12.8888	12.0357	14.4885	15.2489
DSC3	nan	nan	nan	nan	nan	nan
DSCAM	87.7838	87.9626	85.9022	71.6138	83.8063	80.5339
DSCAM-AS1	717.922	697.801	700.772	668.894	821.497	812.31
DSCAM-IT1	nan	nan	nan	nan	nan	nan
DSCAML1	0.565739	0.340433	0.300276	0.450401	0.403157	0.304424
DSCC1	21.2388	21.8663	24.5764	21.8945	20.6366	21.8632
DSCR10	nan	nan	nan	nan	nan	nan
DSCR3	30.5124	32.0071	29.5888	29.1008	32.7816	32.8777
DSCR4	nan	nan	nan	nan	nan	nan
DSCR4-IT1	nan	nan	nan	nan	nan	nan
DSCR8	nan	nan	nan	nan	nan	nan
DSCR9	0.387902	0.197242	0.244287	0.0816342	0.481299	0.276749
DSE	5.62794	5.77247	5.45031	4.87212	5.75354	6.18289
DSEL	0.754318	0.49588	0.481444	0.518264	0.715134	0.636522
DSG1	nan	nan	nan	nan	nan	nan
DSG2	57.0453	58.0307	59.1542	49.3189	55.6609	54.9347
DSG3	nan	nan	nan	nan	nan	nan
DSG4	nan	nan	nan	nan	nan	nan
DSN1	16.1	17.9382	17.9242	19.4173	17.1341	16.0514
DSP	1061.4	1057.78	1043.5	880.458	956.276	967.288
DSPP	0.282869	0.130936	0.161687	0.0750668	0.075592	0.0830247
DST	162.91	164.585	154.757	137.674	165.445	167.82
DSTN	222.302	234.907	235.352	200.735	245.997	247.548
DSTNP1	0.754318	0.864175	0.785337	0.375334	0.529144	0.525823
DSTNP2	1.65007	1.85963	1.77856	2.00178	2.21736	2.02027
DSTNP4	nan	nan	nan	nan	nan	nan
DSTNP5	nan	nan	nan	nan	nan	nan
DSTYK	45.3771	51.0654	49.1994	39.1096	44.4477	43.0902
DTD1	22.2994	20.5307	19.1022	21.8445	21.065	20.9222
DTD2	19.8987	21.5522	20.4441	12.9533	13.1094	13.2895
DTHD1	nan	nan	nan	nan	nan	nan
DTL	17.7265	17.5454	17.7855	17.7658	18.2933	16.3004
DTNA	64.3761	58.1617	57.3758	66.9852	74.8111	74.4172
DTNB	5.18594	5.26361	4.82751	5.15459	4.63631	5.14753
DTNBP1	8.06178	8.24895	8.31532	8.18227	7.60959	8.13641
DTWD1	17.9376	20.2947	20.1645	17.8659	20.258	19.7595
DTWD2	12.847	15.2148	15.4295	9.23321	11.0112	12.8965
DTX1	1.65007	1.67598	1.82475	1.82663	1.71342	1.77119
DTX2	16.3862	15.4155	14.5805	19.4603	16.6225	15.6952
DTX2P1	2.03383	2.65754	1.66668	2.63488	3.37774	2.51635
DTX2P1-UPK3BP1-PMS2P11	0.93795	0.826126	1.16259	1.38673	0.962796	1.05291
DTX3	26.5897	26.3443	25.1769	26.5736	25.3738	25.7376
DTX3L	18.3865	23.5604	20.5041	19.9428	24.0634	25.1842
DTX4	3.11156	3.22102	3.30303	2.40214	1.8394	1.77119
DTYMK	33.7793	33.3625	37.1418	46.266	34.7974	34.8706
DUOX1	0.27704	0.52317	0.346472	0.200178	0.226772	0.276749
DUOX2	nan	nan	nan	nan	nan	nan
DUOXA1	nan	nan	nan	nan	nan	nan
DUOXA2	nan	nan	nan	nan	nan	nan
DUPD1	nan	nan	nan	nan	nan	nan
DUS1L	85.3086	80.604	84.7241	92.8327	70.6785	72.0931
DUS2	8.70201	8.13256	8.5157	8.23289	7.45058	7.62397
DUS3L	18.4101	17.0478	17.1157	23.095	18.4696	16.7156
DUS4L	16.1942	17.006	17.7758	15.8209	16.9115	16.7541
DUSP1	32.4828	28.9891	28.9189	47.5924	42.6843	41.5677
DUSP10	4.6202	3.6662	3.7419	4.52903	6.17334	5.36893
DUSP11	24.8925	26.2657	24.5532	29.0258	27.6667	29.8058
DUSP12	17.0428	15.5028	16.1918	19.4174	19.4019	17.7119
DUSP13	1.60293	1.54504	2.05574	2.60232	1.43625	1.99259
DUSP14	12.8941	11.758	12.5654	15.8391	14.6144	14.8338
DUSP15	0.565739	0.785614	0.508159	0.425379	0.428354	0.525823
DUSP16	69.7746	66.7505	70.1717	92.43	98.4454	94.0927
DUSP18	5.25451	5.70558	4.96458	5.40435	4.47647	4.56331
DUSP19	0.612884	1.09986	1.01632	1.07596	0.982695	1.05165
DUSP2	7.14245	7.09671	7.4838	8.83287	6.82847	7.30617
DUSP21	nan	nan	nan	nan	nan	nan
DUSP22	10.1597	9.66303	10.1863	9.65859	8.26474	10.2397
DUSP23	7.35461	7.46333	7.46069	9.08309	6.17334	7.1678
DUSP26	nan	nan	nan	nan	nan	nan
DUSP27	nan	nan	nan	nan	nan	nan
DUSP28	4.70311	5.74554	4.95933	5.31909	5.37713	4.65444
DUSP3	73.0987	70.9139	65.2525	75.4162	79.1953	78.2104
DUSP4	94.7851	88.6167	87.4491	123.709	108.022	104.915
DUSP5	19.2823	17.0216	20.3957	25.4477	24.8446	22.6104
DUSP5P1	nan	nan	nan	nan	nan	nan
DUSP5P2	nan	nan	nan	nan	nan	nan
DUSP6	1.79151	2.35684	1.94024	2.5773	2.49453	2.35237
DUSP7	8.83965	8.17038	8.98517	7.13135	5.619	5.2859
DUSP8	28.1219	24.2493	24.2762	42.1124	37.418	36.3095
DUSP8P1	nan	nan	nan	nan	nan	nan
DUSP8P2	nan	nan	nan	nan	nan	nan
DUSP8P3	nan	nan	nan	nan	nan	nan
DUSP8P4	nan	nan	nan	nan	nan	nan
DUSP8P5	1.8858	1.78072	1.70926	1.85165	1.76381	1.63282
DUSP9	1.72079	1.75454	1.59377	2.62734	1.78901	1.07932
DUT	31.3208	35.5005	35.1324	31.2757	27.209	27.2566
DUTP1	nan	nan	nan	nan	nan	nan
DUTP2	nan	nan	nan	nan	nan	nan
DUTP3	nan	nan	nan	nan	nan	nan
DUTP4	nan	nan	nan	nan	nan	nan
DUTP5	nan	nan	nan	nan	nan	nan
DUTP6	nan	nan	nan	nan	nan	nan
DUTP7	nan	nan	nan	nan	nan	nan
DUTP8	nan	nan	nan	nan	nan	nan
DUX4	nan	nan	nan	nan	nan	nan
DUX4L10	nan	nan	nan	nan	nan	nan
DUX4L11	nan	nan	nan	nan	nan	nan
DUX4L12	nan	nan	nan	nan	nan	nan
DUX4L13	nan	nan	nan	nan	nan	nan
DUX4L14	nan	nan	nan	nan	nan	nan
DUX4L15	nan	nan	nan	nan	nan	nan
DUX4L16	nan	nan	nan	nan	nan	nan
DUX4L17	nan	nan	nan	nan	nan	nan
DUX4L18	nan	nan	nan	nan	nan	nan
DUX4L19	nan	nan	nan	nan	nan	nan
DUX4L2	nan	nan	nan	nan	nan	nan
DUX4L3	nan	nan	nan	nan	nan	nan
DUX4L4	nan	nan	nan	nan	nan	nan
DUX4L5	nan	nan	nan	nan	nan	nan
DUX4L6	nan	nan	nan	nan	nan	nan
DUX4L7	nan	nan	nan	nan	nan	nan
DUX4L8	nan	nan	nan	nan	nan	nan
DUX4L9	nan	nan	nan	nan	nan	nan
DUXA	nan	nan	nan	nan	nan	nan
DUXAP1	nan	nan	nan	nan	nan	nan
DUXAP10	nan	nan	nan	nan	nan	nan
DUXAP2	nan	nan	nan	nan	nan	nan
DUXAP3	nan	nan	nan	nan	nan	nan
DUXAP4	nan	nan	nan	nan	nan	nan
DUXAP5	nan	nan	nan	nan	nan	nan
DUXAP6	nan	nan	nan	nan	nan	nan
DUXAP7	nan	nan	nan	nan	nan	nan
DUXAP8	nan	nan	nan	nan	nan	nan
DVL1	56.5267	52.6361	55.1815	61.9302	48.8072	49.1781
DVL2	29.6304	31.1625	28.4108	28.7758	28.5233	28.2837
DVL3	158.784	145.703	136.696	129.943	121.352	116.346
DXO	15.4364	15.5442	14.7025	16.4373	15.5609	14.1274
DYDC1	nan	nan	nan	nan	nan	nan
DYDC2	nan	nan	nan	nan	nan	nan
DYM	7.30746	7.48952	8.22294	5.83019	7.5088	7.14012
DYNAP	nan	nan	nan	nan	nan	nan
DYNC1H1	653.911	654.176	607.347	630.089	655.442	625.477
DYNC1I1	nan	nan	nan	nan	nan	nan
DYNC1I2	50.0399	54.9791	57.4714	48.7219	58.1129	61.489
DYNC1I2P1	16.4109	16.4069	17.6667	19.6891	17.1013	18.3529
DYNC1LI1	37.8335	39.8045	42.1771	41.1867	44.9012	44.1691
DYNC1LI2	137.474	142.51	138.358	132.393	155.619	162.395
DYNC2H1	8.39182	9.13928	8.73108	6.15548	8.41593	8.21944
DYNC2LI1	6.15241	6.59916	7.02184	4.47899	5.31663	5.3966
DYNLL1	83.7301	81.7034	89.0445	87.078	81.5888	86.983
DYNLL1-AS1	6.03455	5.76117	6.07481	6.05539	4.48512	4.78776
DYNLL1P1	nan	nan	nan	nan	nan	nan
DYNLL2	331.264	350.567	341.206	299.892	309.373	315.051
DYNLRB1	37.7632	31.7911	33.169	32.0537	30.7154	31.4942
DYNLRB2	0.18858	0.314245	0.25408	0.125111	0.125987	0.193724
DYNLT1	23.3602	22.9661	25.3848	23.1205	23.9123	25.101
DYNLT3	61.7127	70.1291	73.4981	49.8695	69.2171	75.4971
DYNLT3P1	nan	nan	nan	nan	nan	nan
DYNLT3P2	nan	nan	nan	nan	nan	nan
DYRK1A	73.2873	73.6127	71.7427	71.3376	80.1524	80.1188
DYRK1B	18.6222	16.4979	16.0532	13.9124	14.4884	14.1419
DYRK2	59.2137	61.9853	58.6924	49.7692	54.2501	52.9693
DYRK3	1.6265	1.70216	1.59377	1.27614	1.68822	2.15864
DYRK4	1.93294	1.80691	1.63997	2.05183	2.09138	1.40366
DYSF	0.212152	0.340433	0.415767	0.32529	0.277171	0.249074
DYTN	nan	nan	nan	nan	nan	nan
DYX1C1	0.555015	0.47316	0.5729	0.258004	0.266884	0.320867
DYX1C1-CCPG1	0.0842196	0.447433	0.0467174	0.0994052	0.372708	0.650294
DZANK1	2.09795	2.56634	2.35601	2.67738	2.44414	2.43539
DZIP1	nan	nan	nan	nan	nan	nan
DZIP1L	0.306442	0.0785614	0.115491	0.175156	0.075592	0.0830247
DZIP3	20.0837	20.7402	18.8943	17.4406	19.9059	21.0883
E2F1	27.8862	28.2559	27.6485	32.604	25.6257	25.1565
E2F2	15.8171	14.4029	15.4758	15.1135	12.1703	12.177
E2F3	46.2486	47.6866	48.0441	45.4904	52.4356	50.396
E2F3-IT1	nan	nan	nan	nan	nan	nan
E2F4	70.316	64.106	65.1368	72.039	60.1964	56.5951
E2F4P1	nan	nan	nan	nan	nan	nan
E2F5	17.0845	17.2362	18.2244	16.253	15.8765	16.4069
E2F6	59.6644	60.692	64.5855	61.5002	65.117	66.8807
E2F7	27.674	28.4391	27.8333	26.0731	25.1719	25.3502
E2F8	24.539	24.2493	25.9391	28.5004	23.9375	24.2433
E4F1	27.792	27.0251	26.4705	29.5013	22.9296	24.603
EAF1	88.5183	92.1673	93.7254	102.106	103.563	102.384
EAF1-AS1	nan	nan	nan	nan	nan	nan
EAF2	0.825036	0.890362	1.13181	1.60143	1.71342	1.68817
EAPP	35.2172	34.8552	33.7926	26.974	27.6918	27.066
EARS2	41.6762	42.7898	43.1265	42.1945	39.1559	38.3826
EBAG9	29.112	29.4606	31.0669	26.1232	31.1186	31.1065
EBAG9P1	nan	nan	nan	nan	nan	nan
EBF1	nan	nan	nan	nan	nan	nan
EBF2	0.18858	0.18331	0.300276	0.32529	0.226776	0.221399
EBF3	0.18858	0.314245	0.161687	0.0500446	0.251973	0.166049
EBF4	1.29648	0.995111	0.785337	0.775691	0.554341	0.664197
EBI3	nan	nan	nan	nan	nan	nan
EBLN1	nan	nan	nan	nan	nan	nan
EBLN2	1.3672	1.54504	1.77856	1.65147	1.63783	1.63282
EBNA1BP2	57.8181	57.7368	58.1806	60.4515	58.1036	58.4939
EBP	31.1394	31.0317	32.1988	37.5086	32.6557	33.8463
EBPL	10.7255	11.4699	11.4567	9.35836	9.3734	9.8246
ECD	41.3223	38.8092	40.3526	44.89	46.6148	46.9087
ECE1	93.818	90.5559	92.3239	90.3558	80.581	81.2806
ECE2	11.7592	11.2598	11.0568	14.2192	9.80995	9.91459
ECEL1	1.20219	1.04749	0.831533	1.05094	0.730722	0.968621
ECEL1P2	nan	nan	nan	nan	nan	nan
ECEL1P3	nan	nan	nan	nan	nan	nan
ECH1	43.6088	38.9324	41.161	57.1112	50.9926	46.9199
ECHDC1	24.6331	26.0038	26.7015	19.5674	24.4414	23.2193
ECHDC2	37.7866	41.5066	38.2275	30.277	30.7155	30.6914
ECHDC3	2.45153	3.14246	2.4715	1.85165	0.907103	0.913272
ECHS1	82.7629	82.8037	89.0434	98.6128	83.5291	80.9767
ECI1	33.2843	36.0858	35.9177	41.3618	36.3094	36.78
ECI2	8.06766	7.9347	8.45364	8.3074	6.90406	7.66579
ECM1	1.06076	1.09986	0.808435	1.50134	1.48664	0.885597
ECM2	0.18858	0.18331	0.207883	0.125111	0.302368	0.276749
ECSCR	nan	nan	nan	nan	nan	nan
ECSIT	15.6757	14.8481	14.7366	19.2422	16.0255	16.7987
ECT2	104.92	112.683	113.945	103.193	120.594	119.555
ECT2L	nan	nan	nan	nan	nan	nan
EDA	2.61654	2.82821	2.42531	2.30205	2.29296	2.38004
EDA2R	5.46881	4.66131	5.12779	4.32885	5.31664	6.00545
EDAR	nan	nan	nan	nan	nan	nan
EDARADD	0.390017	0.500804	0.687284	0.716547	0.460424	0.410092
EDC3	38.1557	38.0499	38.2659	47.8338	40.4562	40.9719
EDC4	91.0365	88.143	89.5469	104.848	88.1562	83.1987
EDDM3A	nan	nan	nan	nan	nan	nan
EDDM3B	nan	nan	nan	nan	nan	nan
EDEM1	69.4194	72.2249	72.052	77.7846	87.1609	87.6243
EDEM2	13.0395	11.7682	14.0571	16.0763	15.6349	15.9254
EDEM3	57.5877	57.2711	60.0777	54.9236	67.3529	66.5859
EDF1	146.502	129.363	132.352	144.278	143.401	138.125
EDIL3	nan	nan	nan	nan	nan	nan
EDN1	8.27393	8.24894	8.52322	9.05807	10.7845	9.85226
EDN2	0.825036	0.497555	0.762239	0.950847	0.554341	0.553498
EDN3	nan	nan	nan	nan	nan	nan
EDNRA	1.03719	1.15223	1.17801	0.900802	1.41105	0.857922
EDNRB	nan	nan	nan	nan	nan	nan
EDNRB-AS1	nan	nan	nan	nan	nan	nan
EEA1	74.5363	74.0831	70.657	42.3376	58.71	54.7965
EED	23.7375	28.0988	27.9026	27.3994	28.9517	29.6398
EEF1A1	6840.24	7055.25	7286.32	7428.07	6852.21	7134.63
EEF1A1P1	nan	nan	nan	nan	nan	nan
EEF1A1P10	0.306442	0.288058	0.25408	0.254762	0.125987	0.221399
EEF1A1P11	1.35492	1.6905	1.72405	1.63465	2.1773	2.1557
EEF1A1P12	0.873469	1.22553	1.10226	1.02901	1.20366	1.20307
EEF1A1P13	4.51238	4.79357	4.97607	4.80664	4.7907	5.57628
EEF1A1P14	0.117863	0.104778	0.161711	0.0750676	0.352956	0.138374
